direction,gap_time,gap_edge,gap_far_edge,outcome,sl,tp1,tp2,gap_time_thai
-1,2019-01-14 12:30:00,1294.315,1294.895,against_bias,,,,2019-01-14 19:30:00
1,2019-01-14 13:00:00,1294.665,1294.315,sl_too_tight,,,,2019-01-14 20:00:00
-1,2019-01-14 13:30:00,1293.835,1294.665,against_bias,,,,2019-01-14 20:30:00
-1,2019-01-14 13:45:00,1290.028,1293.765,against_bias,,,,2019-01-14 20:45:00
1,2019-01-14 14:15:00,1290.928,1290.028,sl_too_tight,,,,2019-01-14 21:15:00
1,2019-01-14 14:30:00,1291.918,1291.508,sl_too_tight,,,,2019-01-14 21:30:00
-1,2019-01-14 15:30:00,1291.325,1291.558,against_bias,,,,2019-01-14 22:30:00
-1,2019-01-14 15:45:00,1290.875,1291.025,against_bias,,,,2019-01-14 22:45:00
-1,2019-01-15 08:00:00,1289.725,1290.445,against_bias,,,,2019-01-15 15:00:00
-1,2019-01-15 08:15:00,1288.655,1289.315,against_bias,,,,2019-01-15 15:15:00
1,2019-01-15 12:00:00,1290.428,1289.458,sl_too_tight,,,,2019-01-15 19:00:00
-1,2019-01-15 13:15:00,1289.915,1290.695,against_bias,,,,2019-01-15 20:15:00
1,2019-01-15 13:45:00,1291.148,1289.915,no_room,,,,2019-01-15 20:45:00
1,2019-01-15 14:00:00,1292.025,1291.705,no_room,,,,2019-01-15 21:00:00
-1,2019-01-15 15:15:00,1292.495,1293.675,against_bias,,,,2019-01-15 22:15:00
-1,2019-01-16 07:45:00,1291.128,1291.175,against_bias,,,,2019-01-16 14:45:00
1,2019-01-16 08:30:00,1290.955,1290.488,sl_too_tight,,,,2019-01-16 15:30:00
-1,2019-01-16 09:00:00,1290.735,1290.955,against_bias,,,,2019-01-16 16:00:00
-1,2019-01-16 11:15:00,1289.325,1289.345,against_bias,,,,2019-01-16 18:15:00
1,2019-01-16 14:15:00,1290.728,1290.638,sl_too_tight,,,,2019-01-16 21:15:00
1,2019-01-16 15:00:00,1292.155,1291.768,sl_too_tight,,,,2019-01-16 22:00:00
-1,2019-01-17 07:15:00,1291.888,1292.305,against_bias,,,,2019-01-17 14:15:00
1,2019-01-17 07:45:00,1292.215,1291.888,sl_too_tight,,,,2019-01-17 14:45:00
1,2019-01-17 08:30:00,1293.398,1292.875,sl_too_tight,,,,2019-01-17 15:30:00
1,2019-01-17 09:30:00,1294.108,1294.045,sl_too_tight,,,,2019-01-17 16:30:00
-1,2019-01-17 12:00:00,1294.025,1294.168,against_bias,,,,2019-01-17 19:00:00
-1,2019-01-17 13:45:00,1291.588,1292.165,against_bias,,,,2019-01-17 20:45:00
-1,2019-01-18 07:15:00,1291.398,1291.485,sl_too_tight,,,,2019-01-18 14:15:00
-1,2019-01-18 07:30:00,1291.005,1291.145,sl_too_tight,,,,2019-01-18 14:30:00
-1,2019-01-18 08:00:00,1290.158,1290.195,sl_too_tight,,,,2019-01-18 15:00:00
-1,2019-01-18 08:15:00,1289.675,1289.828,sl_too_tight,,,,2019-01-18 15:15:00
-1,2019-01-18 08:30:00,1289.255,1289.415,sl_too_tight,,,,2019-01-18 15:30:00
-1,2019-01-18 09:30:00,1285.435,1288.0,no_room,,,,2019-01-18 16:30:00
1,2019-01-18 12:30:00,1285.315,1285.288,against_bias,,,,2019-01-18 19:30:00
-1,2019-01-18 13:15:00,1282.935,1285.295,no_room,,,,2019-01-18 20:15:00
-1,2019-01-21 08:00:00,1282.615,1282.685,sl_too_tight,,,,2019-01-21 15:00:00
-1,2019-01-21 08:30:00,1281.845,1282.048,sl_too_tight,,,,2019-01-21 15:30:00
-1,2019-01-21 08:45:00,1280.225,1281.775,sl_too_tight,,,,2019-01-21 15:45:00
-1,2019-01-21 09:00:00,1279.145,1280.085,sl_too_tight,,,,2019-01-21 16:00:00
1,2019-01-21 10:45:00,1278.735,1278.708,against_bias,,,,2019-01-21 17:45:00
-1,2019-01-21 12:15:00,1278.045,1278.228,sl_too_tight,,,,2019-01-21 19:15:00
1,2019-01-21 14:00:00,1278.435,1277.835,against_bias,,,,2019-01-21 21:00:00
1,2019-01-21 14:30:00,1279.435,1279.108,against_bias,,,,2019-01-21 21:30:00
1,2019-01-21 14:45:00,1279.755,1279.575,against_bias,,,,2019-01-21 21:45:00
1,2019-01-22 07:15:00,1279.578,1279.388,against_bias,,,,2019-01-22 14:15:00
1,2019-01-22 07:30:00,1279.968,1279.715,against_bias,,,,2019-01-22 14:30:00
1,2019-01-22 08:15:00,1283.058,1281.175,no_room,,,,2019-01-22 15:15:00
1,2019-01-22 08:45:00,1283.868,1283.528,sl_too_tight,,,,2019-01-22 15:45:00
-1,2019-01-22 10:45:00,1284.188,1284.258,against_bias,,,,2019-01-22 17:45:00
-1,2019-01-22 11:00:00,1283.905,1283.948,against_bias,,,,2019-01-22 18:00:00
-1,2019-01-22 12:00:00,1282.785,1283.278,against_bias,,,,2019-01-22 19:00:00
1,2019-01-22 12:45:00,1282.885,1282.778,sl_too_tight,,,,2019-01-22 19:45:00
-1,2019-01-22 15:30:00,1280.455,1281.345,against_bias,,,,2019-01-22 22:30:00
1,2019-01-23 07:30:00,1284.485,1284.145,sl_too_tight,,,,2019-01-23 14:30:00
1,2019-01-23 08:15:00,1285.015,1285.005,sl_too_tight,,,,2019-01-23 15:15:00
1,2019-01-23 08:30:00,1285.515,1285.335,sl_too_tight,,,,2019-01-23 15:30:00
-1,2019-01-23 09:15:00,1285.635,1285.755,against_bias,,,,2019-01-23 16:15:00
1,2019-01-23 11:15:00,1285.315,1285.095,sl_too_tight,,,,2019-01-23 18:15:00
-1,2019-01-23 13:30:00,1282.248,1284.955,against_bias,,,,2019-01-23 20:30:00
-1,2019-01-23 14:15:00,1280.315,1280.505,sl_too_tight,,,,2019-01-23 21:15:00
1,2019-01-23 15:30:00,1280.385,1280.235,against_bias,,,,2019-01-23 22:30:00
1,2019-01-23 15:45:00,1281.705,1280.828,against_bias,,,,2019-01-23 22:45:00
-1,2019-01-24 07:45:00,1280.445,1280.575,sl_too_tight,,,,2019-01-24 14:45:00
-1,2019-01-24 09:00:00,1279.375,1279.625,sl_too_tight,,,,2019-01-24 16:00:00
1,2019-01-24 10:00:00,1279.568,1279.528,against_bias,,,,2019-01-24 17:00:00
-1,2019-01-24 11:15:00,1279.448,1279.495,sl_too_tight,,,,2019-01-24 18:15:00
1,2019-01-24 14:00:00,1279.635,1279.548,against_bias,,,,2019-01-24 21:00:00
1,2019-01-24 14:30:00,1281.558,1281.418,against_bias,,,,2019-01-24 21:30:00
-1,2019-01-25 08:45:00,1284.068,1284.238,against_bias,,,,2019-01-25 15:45:00
-1,2019-01-25 09:45:00,1283.298,1283.398,against_bias,,,,2019-01-25 16:45:00
1,2019-01-25 11:00:00,1283.785,1283.128,sl_too_tight,,,,2019-01-25 18:00:00
-1,2019-01-25 13:00:00,1284.285,1284.455,against_bias,,,,2019-01-25 20:00:00
1,2019-01-25 13:30:00,1284.895,1284.285,sl_too_tight,,,,2019-01-25 20:30:00
1,2019-01-25 13:45:00,1288.008,1285.118,no_room,,,,2019-01-25 20:45:00
1,2019-01-25 14:15:00,1290.535,1289.348,sl_too_tight,,,,2019-01-25 21:15:00
1,2019-01-25 14:45:00,1293.475,1292.068,no_room,,,,2019-01-25 21:45:00
1,2019-01-25 15:30:00,1296.228,1294.858,sl_too_tight,,,,2019-01-25 22:30:00
1,2019-01-28 10:15:00,1301.585,1300.708,sl_too_tight,,,,2019-01-28 17:15:00
-1,2019-01-28 11:30:00,1300.908,1301.108,against_bias,,,,2019-01-28 18:30:00
-1,2019-01-28 11:45:00,1300.525,1300.725,against_bias,,,,2019-01-28 18:45:00
-1,2019-01-28 14:15:00,1299.165,1299.275,against_bias,,,,2019-01-28 21:15:00
1,2019-01-28 14:45:00,1299.618,1299.165,sl_too_tight,,,,2019-01-28 21:45:00
1,2019-01-28 15:00:00,1301.968,1300.088,no_room,,,,2019-01-28 22:00:00
1,2019-01-29 07:15:00,1306.035,1305.998,sl_too_tight,,,,2019-01-29 14:15:00
1,2019-01-29 07:30:00,1306.635,1306.155,sl_too_tight,,,,2019-01-29 14:30:00
-1,2019-01-29 11:00:00,1307.908,1308.035,against_bias,,,,2019-01-29 18:00:00
1,2019-01-29 12:45:00,1308.398,1307.678,sl_too_tight,,,,2019-01-29 19:45:00
-1,2019-01-29 14:45:00,1307.538,1308.005,against_bias,,,,2019-01-29 21:45:00
1,2019-01-29 15:15:00,1309.168,1307.538,sl_too_tight,,,,2019-01-29 22:15:00
1,2019-01-30 08:30:00,1314.885,1314.825,sl_too_tight,,,,2019-01-30 15:30:00
-1,2019-01-30 09:00:00,1314.275,1314.885,against_bias,,,,2019-01-30 16:00:00
1,2019-01-30 11:30:00,1313.158,1313.125,sl_too_tight,,,,2019-01-30 18:30:00
-1,2019-01-30 12:45:00,1313.605,1313.655,against_bias,,,,2019-01-30 19:45:00
-1,2019-01-30 13:00:00,1312.155,1313.138,against_bias,,,,2019-01-30 20:00:00
1,2019-01-30 15:45:00,1311.505,1311.258,sl_too_tight,,,,2019-01-30 22:45:00
1,2019-01-31 07:15:00,1319.685,1319.615,sl_too_tight,,,,2019-01-31 14:15:00
1,2019-01-31 07:30:00,1320.758,1320.235,sl_too_tight,,,,2019-01-31 14:30:00
-1,2019-01-31 08:45:00,1320.878,1321.145,against_bias,,,,2019-01-31 15:45:00
1,2019-01-31 10:45:00,1322.208,1322.135,sl_too_tight,,,,2019-01-31 17:45:00
1,2019-01-31 11:45:00,1323.015,1322.818,sl_too_tight,,,,2019-01-31 18:45:00
1,2019-01-31 12:30:00,1323.545,1323.285,sl_too_tight,,,,2019-01-31 19:30:00
1,2019-01-31 13:45:00,1324.075,1323.738,sl_too_tight,,,,2019-01-31 20:45:00
-1,2019-01-31 15:00:00,1323.638,1323.675,against_bias,,,,2019-01-31 22:00:00
-1,2019-02-01 07:30:00,1316.948,1317.675,against_bias,,,,2019-02-01 14:30:00
1,2019-02-01 08:00:00,1317.725,1316.948,sl_too_tight,,,,2019-02-01 15:00:00
1,2019-02-01 08:15:00,1318.355,1318.348,sl_too_tight,,,,2019-02-01 15:15:00
1,2019-02-01 09:30:00,1319.025,1318.855,sl_too_tight,,,,2019-02-01 16:30:00
1,2019-02-01 10:30:00,1320.445,1319.455,sl_too_tight,,,,2019-02-01 17:30:00
-1,2019-02-01 12:45:00,1321.185,1321.238,against_bias,,,,2019-02-01 19:45:00
1,2019-02-01 14:30:00,1321.498,1321.218,sl_too_tight,,,,2019-02-01 21:30:00
-1,2019-02-01 15:15:00,1318.405,1320.985,against_bias,,,,2019-02-01 22:15:00
-1,2019-02-04 08:30:00,1312.045,1312.965,sl_too_tight,,,,2019-02-04 15:30:00
-1,2019-02-04 09:15:00,1311.485,1311.675,sl_too_tight,,,,2019-02-04 16:15:00
1,2019-02-04 15:30:00,1313.378,1312.818,against_bias,,,,2019-02-04 22:30:00
-1,2019-02-05 07:45:00,1313.285,1313.355,sl_too_tight,,,,2019-02-05 14:45:00
-1,2019-02-05 09:30:00,1311.675,1312.018,sl_too_tight,,,,2019-02-05 16:30:00
1,2019-02-05 10:30:00,1312.388,1311.795,against_bias,,,,2019-02-05 17:30:00
1,2019-02-05 10:45:00,1313.495,1312.538,against_bias,,,,2019-02-05 17:45:00
1,2019-02-05 11:30:00,1313.815,1313.708,against_bias,,,,2019-02-05 18:30:00
-1,2019-02-05 12:15:00,1313.898,1314.098,price_inside_zone,,,,2019-02-05 19:15:00
1,2019-02-05 13:30:00,1314.938,1313.935,against_bias,,,,2019-02-05 20:30:00
1,2019-02-05 15:15:00,1315.415,1314.995,against_bias,,,,2019-02-05 22:15:00
-1,2019-02-05 15:45:00,1315.265,1315.415,sl_too_tight,,,,2019-02-05 22:45:00
1,2019-02-06 08:00:00,1314.688,1313.945,against_bias,,,,2019-02-06 15:00:00
-1,2019-02-06 09:15:00,1314.285,1314.835,sl_too_tight,,,,2019-02-06 16:15:00
-1,2019-02-06 09:30:00,1314.095,1314.248,sl_too_tight,,,,2019-02-06 16:30:00
-1,2019-02-06 11:15:00,1312.798,1313.185,price_inside_zone,,,,2019-02-06 18:15:00
-1,2019-02-06 12:00:00,1312.115,1312.375,sl_too_tight,,,,2019-02-06 19:00:00
1,2019-02-06 12:30:00,1312.848,1312.115,against_bias,,,,2019-02-06 19:30:00
-1,2019-02-06 14:45:00,1313.438,1313.605,sl_too_tight,,,,2019-02-06 21:45:00
-1,2019-02-07 08:15:00,1304.058,1304.295,sl_too_tight,,,,2019-02-07 15:15:00
1,2019-02-07 08:45:00,1304.115,1304.058,against_bias,,,,2019-02-07 15:45:00
1,2019-02-07 09:30:00,1305.285,1304.475,against_bias,,,,2019-02-07 16:30:00
1,2019-02-07 09:45:00,1305.765,1305.465,against_bias,,,,2019-02-07 16:45:00
1,2019-02-07 12:45:00,1307.465,1306.385,against_bias,,,,2019-02-07 19:45:00
1,2019-02-07 13:00:00,1308.965,1307.475,against_bias,,,,2019-02-07 20:00:00
1,2019-02-07 14:15:00,1310.118,1309.908,against_bias,,,,2019-02-07 21:15:00
-1,2019-02-07 15:30:00,1307.445,1309.138,sl_too_tight,,,,2019-02-07 22:30:00
-1,2019-02-08 07:15:00,1308.518,1308.558,sl_too_tight,,,,2019-02-08 14:15:00
1,2019-02-08 07:45:00,1308.528,1308.518,against_bias,,,,2019-02-08 14:45:00
1,2019-02-08 10:15:00,1310.145,1309.588,against_bias,,,,2019-02-08 17:15:00
1,2019-02-08 10:30:00,1310.838,1310.255,against_bias,,,,2019-02-08 17:30:00
1,2019-02-08 12:00:00,1311.748,1311.658,sl_too_tight,,,,2019-02-08 19:00:00
1,2019-02-08 12:45:00,1312.765,1312.568,sl_too_tight,,,,2019-02-08 19:45:00
1,2019-02-08 13:00:00,1313.375,1313.108,sl_too_tight,,,,2019-02-08 20:00:00
1,2019-02-08 13:15:00,1313.578,1313.338,sl_too_tight,,,,2019-02-08 20:15:00
-1,2019-02-08 14:15:00,1313.958,1314.075,against_bias,,,,2019-02-08 21:15:00
-1,2019-02-08 14:30:00,1313.205,1313.328,against_bias,,,,2019-02-08 21:30:00
1,2019-02-08 15:00:00,1313.685,1313.205,sl_too_tight,,,,2019-02-08 22:00:00
-1,2019-02-08 15:30:00,1313.558,1313.685,against_bias,,,,2019-02-08 22:30:00
-1,2019-02-11 07:15:00,1311.355,1311.375,against_bias,,,,2019-02-11 14:15:00
-1,2019-02-11 08:45:00,1310.238,1310.615,against_bias,,,,2019-02-11 15:45:00
-1,2019-02-11 09:00:00,1309.525,1309.758,against_bias,,,,2019-02-11 16:00:00
-1,2019-02-11 09:45:00,1308.045,1308.295,sl_too_tight,,,,2019-02-11 16:45:00
1,2019-02-11 11:15:00,1307.065,1307.055,against_bias,,,,2019-02-11 18:15:00
1,2019-02-11 11:30:00,1307.425,1307.375,against_bias,,,,2019-02-11 18:30:00
-1,2019-02-11 12:15:00,1307.105,1307.215,sl_too_tight,,,,2019-02-11 19:15:00
1,2019-02-11 14:45:00,1305.938,1305.718,against_bias,,,,2019-02-11 21:45:00
1,2019-02-11 15:15:00,1306.775,1306.768,against_bias,,,,2019-02-11 22:15:00
1,2019-02-11 15:30:00,1307.615,1306.868,against_bias,,,,2019-02-11 22:30:00
1,2019-02-12 07:15:00,1311.655,1311.415,sl_too_tight,,,,2019-02-12 14:15:00
-1,2019-02-12 08:45:00,1311.758,1311.945,against_bias,,,,2019-02-12 15:45:00
1,2019-02-12 09:15:00,1311.925,1311.758,sl_too_tight,,,,2019-02-12 16:15:00
1,2019-02-12 10:45:00,1312.898,1312.225,sl_too_tight,,,,2019-02-12 17:45:00
-1,2019-02-12 14:00:00,1311.795,1311.975,against_bias,,,,2019-02-12 21:00:00
-1,2019-02-12 15:00:00,1310.315,1310.715,against_bias,,,,2019-02-12 22:00:00
-1,2019-02-12 15:15:00,1309.705,1310.035,against_bias,,,,2019-02-12 22:15:00
-1,2019-02-13 07:15:00,1312.798,1313.245,against_bias,,,,2019-02-13 14:15:00
-1,2019-02-13 08:00:00,1311.998,1312.175,against_bias,,,,2019-02-13 15:00:00
-1,2019-02-13 10:15:00,1312.315,1312.445,against_bias,,,,2019-02-13 17:15:00
-1,2019-02-13 10:30:00,1311.568,1311.915,against_bias,,,,2019-02-13 17:30:00
-1,2019-02-13 11:30:00,1310.555,1310.665,against_bias,,,,2019-02-13 18:30:00
1,2019-02-13 12:00:00,1310.575,1310.555,sl_too_tight,,,,2019-02-13 19:00:00
-1,2019-02-13 12:30:00,1310.405,1310.575,against_bias,,,,2019-02-13 19:30:00
-1,2019-02-13 12:45:00,1309.645,1309.825,sl_too_tight,,,,2019-02-13 19:45:00
-1,2019-02-13 13:00:00,1309.415,1309.525,sl_too_tight,,,,2019-02-13 20:00:00
1,2019-02-13 13:45:00,1309.958,1309.845,against_bias,,,,2019-02-13 20:45:00
1,2019-02-13 14:45:00,1312.378,1311.128,against_bias,,,,2019-02-13 21:45:00
1,2019-02-13 15:15:00,1316.048,1313.728,against_bias,,,,2019-02-13 22:15:00
1,2019-02-14 07:45:00,1308.715,1308.385,against_bias,,,,2019-02-14 14:45:00
-1,2019-02-14 08:15:00,1308.358,1308.715,sl_too_tight,,,,2019-02-14 15:15:00
-1,2019-02-14 08:30:00,1307.875,1308.165,sl_too_tight,,,,2019-02-14 15:30:00
-1,2019-02-14 08:45:00,1306.745,1307.5,sl_too_tight,,,,2019-02-14 15:45:00
-1,2019-02-14 12:45:00,1304.795,1305.688,sl_too_tight,,,,2019-02-14 19:45:00
1,2019-02-14 13:30:00,1305.888,1305.265,against_bias,,,,2019-02-14 20:30:00
1,2019-02-14 13:45:00,1309.918,1305.595,against_bias,,,,2019-02-14 20:45:00
-1,2019-02-14 15:15:00,1309.125,1310.368,no_room,,,,2019-02-14 22:15:00
1,2019-02-15 10:00:00,1315.695,1315.625,sl_too_tight,,,,2019-02-15 17:00:00
1,2019-02-15 10:30:00,1316.448,1316.328,sl_too_tight,,,,2019-02-15 17:30:00
1,2019-02-15 10:45:00,1316.785,1316.718,sl_too_tight,,,,2019-02-15 17:45:00
1,2019-02-15 11:15:00,1318.365,1317.178,sl_too_tight,,,,2019-02-15 18:15:00
-1,2019-02-15 12:15:00,1317.985,1318.238,against_bias,,,,2019-02-15 19:15:00
-1,2019-02-15 14:45:00,1317.385,1317.678,against_bias,,,,2019-02-15 21:45:00
-1,2019-02-15 15:30:00,1315.805,1315.845,against_bias,,,,2019-02-15 22:30:00
-1,2019-02-18 08:00:00,1322.208,1322.745,against_bias,,,,2019-02-18 15:00:00
1,2019-02-18 09:15:00,1323.295,1322.918,sl_too_tight,,,,2019-02-18 16:15:00
1,2019-02-18 09:30:00,1323.865,1323.365,sl_too_tight,,,,2019-02-18 16:30:00
1,2019-02-18 09:45:00,1324.428,1323.968,sl_too_tight,,,,2019-02-18 16:45:00
1,2019-02-18 12:30:00,1325.135,1325.095,sl_too_tight,,,,2019-02-18 19:30:00
1,2019-02-18 13:45:00,1326.498,1325.688,sl_too_tight,,,,2019-02-18 20:45:00
-1,2019-02-18 14:30:00,1326.488,1326.578,against_bias,,,,2019-02-18 21:30:00
1,2019-02-19 07:15:00,1323.865,1323.355,sl_too_tight,,,,2019-02-19 14:15:00
1,2019-02-19 07:30:00,1324.555,1323.915,sl_too_tight,,,,2019-02-19 14:30:00
1,2019-02-19 08:00:00,1325.495,1325.205,sl_too_tight,,,,2019-02-19 15:00:00
1,2019-02-19 08:15:00,1326.095,1325.928,sl_too_tight,,,,2019-02-19 15:15:00
1,2019-02-19 08:30:00,1327.035,1326.735,sl_too_tight,,,,2019-02-19 15:30:00
1,2019-02-19 09:15:00,1328.895,1328.525,sl_too_tight,,,,2019-02-19 16:15:00
1,2019-02-19 13:00:00,1330.055,1330.015,sl_too_tight,,,,2019-02-19 20:00:00
1,2019-02-19 14:15:00,1332.928,1332.055,sl_too_tight,,,,2019-02-19 21:15:00
1,2019-02-19 15:00:00,1334.285,1333.988,sl_too_tight,,,,2019-02-19 22:00:00
1,2019-02-19 15:15:00,1335.068,1335.005,sl_too_tight,,,,2019-02-19 22:15:00
1,2019-02-19 15:30:00,1336.405,1335.438,sl_too_tight,,,,2019-02-19 22:30:00
1,2019-02-20 07:15:00,1342.298,1341.668,sl_too_tight,,,,2019-02-20 14:15:00
1,2019-02-20 08:15:00,1342.845,1342.685,sl_too_tight,,,,2019-02-20 15:15:00
-1,2019-02-20 08:45:00,1342.355,1342.845,against_bias,,,,2019-02-20 15:45:00
1,2019-02-20 09:30:00,1343.568,1342.525,sl_too_tight,,,,2019-02-20 16:30:00
1,2019-02-20 10:30:00,1344.095,1344.015,sl_too_tight,,,,2019-02-20 17:30:00
-1,2019-02-21 08:30:00,1337.835,1338.845,against_bias,,,,2019-02-21 15:30:00
-1,2019-02-21 08:45:00,1336.805,1337.705,no_room,,,,2019-02-21 15:45:00
-1,2019-02-21 09:15:00,1334.248,1335.785,sl_too_tight,,,,2019-02-21 16:15:00
1,2019-02-21 10:45:00,1335.198,1334.435,against_bias,,,,2019-02-21 17:45:00
-1,2019-02-21 14:00:00,1335.408,1335.645,sl_too_tight,,,,2019-02-21 21:00:00
-1,2019-02-21 15:00:00,1332.008,1334.055,no_room,,,,2019-02-21 22:00:00
1,2019-02-21 15:30:00,1332.118,1332.008,against_bias,,,,2019-02-21 22:30:00
-1,2019-02-22 09:30:00,1324.135,1325.805,sl_too_tight,,,,2019-02-22 16:30:00
-1,2019-02-22 09:45:00,1323.428,1323.728,no_room,,,,2019-02-22 16:45:00
1,2019-02-22 12:00:00,1322.995,1322.878,against_bias,,,,2019-02-22 19:00:00
1,2019-02-22 12:15:00,1323.665,1323.278,against_bias,,,,2019-02-22 19:15:00
-1,2019-02-22 12:45:00,1323.395,1323.665,sl_too_tight,,,,2019-02-22 19:45:00
1,2019-02-22 13:30:00,1325.155,1323.165,against_bias,,,,2019-02-22 20:30:00
1,2019-02-22 14:00:00,1327.408,1326.248,against_bias,,,,2019-02-22 21:00:00
-1,2019-02-25 07:00:00,1330.728,1330.995,sl_too_tight,,,,2019-02-25 14:00:00
-1,2019-02-25 07:15:00,1329.538,1330.325,sl_too_tight,,,,2019-02-25 14:15:00
1,2019-02-25 10:00:00,1329.395,1328.948,against_bias,,,,2019-02-25 17:00:00
1,2019-02-25 10:15:00,1329.455,1329.448,against_bias,,,,2019-02-25 17:15:00
1,2019-02-25 11:45:00,1330.245,1330.208,against_bias,,,,2019-02-25 18:45:00
-1,2019-02-25 12:30:00,1329.895,1329.975,price_inside_zone,,,,2019-02-25 19:30:00
-1,2019-02-25 13:15:00,1328.995,1329.565,sl_too_tight,,,,2019-02-25 20:15:00
1,2019-02-25 13:45:00,1329.708,1328.995,against_bias,,,,2019-02-25 20:45:00
-1,2019-02-25 15:45:00,1330.265,1330.415,sl_too_tight,,,,2019-02-25 22:45:00
-1,2019-02-26 07:30:00,1326.788,1327.045,sl_too_tight,,,,2019-02-26 14:30:00
-1,2019-02-26 07:45:00,1325.665,1326.255,sl_too_tight,,,,2019-02-26 14:45:00
1,2019-02-26 10:00:00,1325.985,1325.635,against_bias,,,,2019-02-26 17:00:00
1,2019-02-26 10:15:00,1326.515,1326.468,against_bias,,,,2019-02-26 17:15:00
-1,2019-02-26 10:45:00,1326.308,1326.515,sl_too_tight,,,,2019-02-26 17:45:00
1,2019-02-26 13:15:00,1324.475,1324.368,against_bias,,,,2019-02-26 20:15:00
1,2019-02-26 13:45:00,1326.255,1325.818,against_bias,,,,2019-02-26 20:45:00
1,2019-02-26 15:45:00,1325.965,1325.275,against_bias,,,,2019-02-26 22:45:00
-1,2019-02-27 08:00:00,1326.975,1327.008,sl_too_tight,,,,2019-02-27 15:00:00
-1,2019-02-27 08:15:00,1326.285,1326.515,sl_too_tight,,,,2019-02-27 15:15:00
1,2019-02-27 08:45:00,1326.645,1326.285,against_bias,,,,2019-02-27 15:45:00
-1,2019-02-27 09:15:00,1326.515,1326.645,sl_too_tight,,,,2019-02-27 16:15:00
-1,2019-02-27 14:15:00,1325.195,1325.728,sl_too_tight,,,,2019-02-27 21:15:00
-1,2019-02-27 14:45:00,1323.825,1324.395,sl_too_tight,,,,2019-02-27 21:45:00
1,2019-02-28 07:15:00,1320.278,1319.928,against_bias,,,,2019-02-28 14:15:00
1,2019-02-28 07:30:00,1321.488,1320.375,against_bias,,,,2019-02-28 14:30:00
1,2019-02-28 09:30:00,1324.508,1324.185,sl_too_tight,,,,2019-02-28 16:30:00
1,2019-02-28 11:30:00,1326.135,1325.185,sl_too_tight,,,,2019-02-28 18:30:00
-1,2019-02-28 12:30:00,1325.355,1325.865,against_bias,,,,2019-02-28 19:30:00
-1,2019-02-28 13:30:00,1323.848,1324.085,against_bias,,,,2019-02-28 20:30:00
-1,2019-02-28 13:45:00,1321.968,1323.645,against_bias,,,,2019-02-28 20:45:00
-1,2019-02-28 14:45:00,1318.128,1319.375,against_bias,,,,2019-02-28 21:45:00
-1,2019-02-28 15:30:00,1315.275,1316.345,against_bias,,,,2019-02-28 22:30:00
-1,2019-03-01 07:00:00,1310.728,1311.315,sl_too_tight,,,,2019-03-01 14:00:00
-1,2019-03-01 07:45:00,1309.238,1309.325,sl_too_tight,,,,2019-03-01 14:45:00
-1,2019-03-01 08:15:00,1308.218,1308.748,sl_too_tight,,,,2019-03-01 15:15:00
1,2019-03-01 10:00:00,1307.745,1306.835,against_bias,,,,2019-03-01 17:00:00
1,2019-03-01 10:15:00,1308.748,1307.955,against_bias,,,,2019-03-01 17:15:00
1,2019-03-01 10:30:00,1309.708,1309.068,against_bias,,,,2019-03-01 17:30:00
-1,2019-03-01 11:00:00,1309.518,1309.708,sl_too_tight,,,,2019-03-01 18:00:00
-1,2019-03-01 12:45:00,1306.955,1307.625,sl_too_tight,,,,2019-03-01 19:45:00
1,2019-03-01 14:30:00,1306.138,1305.858,against_bias,,,,2019-03-01 21:30:00
1,2019-03-01 14:45:00,1307.755,1307.015,against_bias,,,,2019-03-01 21:45:00
1,2019-03-01 15:00:00,1308.555,1308.358,against_bias,,,,2019-03-01 22:00:00
-1,2019-03-01 15:30:00,1308.305,1308.555,no_room,,,,2019-03-01 22:30:00
-1,2019-03-01 15:45:00,1307.268,1307.345,no_room,,,,2019-03-01 22:45:00
-1,2019-03-04 07:15:00,1293.845,1294.005,sl_too_tight,,,,2019-03-04 14:15:00
-1,2019-03-04 07:30:00,1292.855,1293.315,sl_too_tight,,,,2019-03-04 14:30:00
-1,2019-03-04 07:45:00,1292.105,1292.665,sl_too_tight,,,,2019-03-04 14:45:00
-1,2019-03-04 08:30:00,1290.565,1290.915,sl_too_tight,,,,2019-03-04 15:30:00
-1,2019-03-04 08:45:00,1288.325,1290.295,no_room,,,,2019-03-04 15:45:00
-1,2019-03-04 10:45:00,1287.175,1287.505,sl_too_tight,,,,2019-03-04 17:45:00
1,2019-03-04 11:15:00,1287.195,1287.175,against_bias,,,,2019-03-04 18:15:00
-1,2019-03-04 12:00:00,1287.035,1287.215,sl_too_tight,,,,2019-03-04 19:00:00
-1,2019-03-05 07:00:00,1287.045,1287.915,sl_too_tight,,,,2019-03-05 14:00:00
-1,2019-03-05 07:15:00,1286.245,1287.0,sl_too_tight,,,,2019-03-05 14:15:00
-1,2019-03-05 07:30:00,1285.708,1286.225,sl_too_tight,,,,2019-03-05 14:30:00
1,2019-03-05 08:30:00,1285.148,1285.098,against_bias,,,,2019-03-05 15:30:00
-1,2019-03-05 10:15:00,1284.438,1284.495,price_inside_zone,,,,2019-03-05 17:15:00
1,2019-03-05 11:45:00,1285.365,1285.048,against_bias,,,,2019-03-05 18:45:00
1,2019-03-05 13:15:00,1286.455,1286.245,against_bias,,,,2019-03-05 20:15:00
